source,translation_A,translation_B,A,equal,B,label_A,label_B,text,text_type
"He put forth the so-called Easterlin paradox, finding that the richer you are doesn’t mean the more satisfied you’ll be with your life.","Er stellte das so genannte Easterlin-Paradoxon auf, das besagt, dass je reicher man ist, desto unzufriedener wird man mit seinem Leben sein.","Er formulierte das sogenannte Easterlin-Paradoxon, wonach ein höherer Wohlstand nicht zwangsläufig zu mehr Lebenszufriedenheit führt.",FALSE,FALSE,TRUE,DeepL,Supertext,en-US_news_5.txt,news
,,,,,,,,,
Does getting a year-end bonus or raise make you happier?,Macht ein Jahresendbonus oder eine Gehaltserhöhung Sie glücklicher?,Macht ein Jahresbonus oder eine Gehaltserhöhung glücklicher?,FALSE,FALSE,TRUE,DeepL,Supertext,en-US_news_5.txt,news
"Does the lift it gives you tend to quickly fade, especially if others around you also won out in the annual compensation sweepstakes?","Verblasst der Auftrieb, den sie Ihnen gibt, schnell, vor allem, wenn andere um Sie herum auch bei der jährlichen Gehaltsverlosung gewonnen haben?","Lässt die Freude über die zusätzliche finanzielle Mittel schnell wieder nach, vor allem wenn auch andere Menschen in Ihrem Umfeld im Kampf um die jährliche Gehaltserhöhung erfolgreich waren?",FALSE,FALSE,TRUE,DeepL,Supertext,en-US_news_5.txt,news
,,,,,,,,,
"If the answer is that a boost in income doesn’t greatly improve your sense of well-being, then you are a proof point of the Easterlin paradox, the economic theory that more money, over the long run, won’t buy more happiness.","Wenn die Antwort lautet, dass eine Einkommenserhöhung Ihr Wohlbefinden nicht wesentlich verbessert, dann sind Sie ein Beweis für das Easterlin-Paradoxon, die Wirtschaftstheorie, dass mehr Geld auf lange Sicht nicht zu mehr Glück führt.","Wenn die Antwort auf diese Frage ein ""Nein"" lautet, dann sind Sie ein Beispiel für das Easterlin-Paradoxon, eine ökonomische Theorie, die besagt, dass mehr Geld auf lange Sicht nicht zu mehr Glück führt.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_5.txt,news
,,,,,,,,,
"The paradox was put forth by Richard A. Easterlin, an economist, a demographer and a seminal figure in the field of academic research into happiness.","Das Paradoxon wurde von Richard A. Easterlin aufgestellt, einem Wirtschaftswissenschaftler, einem Demographen und einer bahnbrechenden Persönlichkeit auf dem Gebiet der akademischen Glücksforschung.","Formuliert wurde das Paradoxon vom Ökonomen, Demographen und Pionier der Glücksforschung Richard A. Easterlin.",FALSE,FALSE,TRUE,DeepL,Supertext,en-US_news_5.txt,news
"The University of Southern California, where he was an emeritus professor, called him the “father of happiness economics” in announcing his death.","Die Universität von Südkalifornien, an der er als emeritierter Professor tätig war, nannte ihn bei der Bekanntgabe seines Todes den „Vater der Glücksökonomie“.","Die Universität Südkalifornien, an der er als emeritierter Professor lehrte, bezeichnete ihn in ihrer Todesanzeige als ""Vater der Glücksforschung"".",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_5.txt,news
,,,,,,,,,
"Mr. Easterlin died at 98 on Dec. 16 at his home in Pasadena, Calif.","Herr Easterlin starb im Alter von 98 Jahren am 16. Dezember in seinem Haus in Pasadena, Kalifornien.","Richard A. Easterlin starb am 16. Dezember im Alter von 98 Jahren in seinem Zuhause in Pasadena, Kalifornien.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_5.txt,news
,,,,,,,,,
"U.S. Weighs Ban on Chinese Drones, Citing National Security Concerns",USA erwägen Verbot von chinesischen Drohnen aus Sicherheitsgründen,Die USA erwägen ein Verbot chinesischer Drohnen aus Gründen der nationalen Sicherheit,TRUE,FALSE,FALSE,Supertext,DeepL,en-US_news_6.txt,news
The Commerce Department requested that private companies comment on the implications of the rule by March.,"Das Handelsministerium hat die Unternehmen aufgefordert, bis März ihre Meinung zu den Auswirkungen der geplanten Regelung abzugeben.","Das Handelsministerium hat private Unternehmen aufgefordert, sich bis März zu den Auswirkungen der Regelung zu äußern.",FALSE,FALSE,TRUE,Supertext,DeepL,en-US_news_6.txt,news
The final decision will fall to the Trump administration.,Die endgültige Entscheidung liegt bei der Trump-Regierung.,Die endgültige Entscheidung liegt bei der Trump-Regierung.,FALSE,TRUE,FALSE,Supertext,DeepL,en-US_news_6.txt,news
,,,,,,,,,
The Biden administration said on Thursday that it was considering a new rule that could restrict or ban Chinese drones in the United States out of national security concerns.,"Die Regierung von Joe Biden erwägt derzeit eine neue Regelung, die den Einsatz von Drohnen aus China in den USA aus Sicherheitsgründen einschränken oder verbieten könnte.","Die Regierung Biden erklärte am Donnerstag, sie erwäge eine neue Regelung, die chinesische Drohnen in den Vereinigten Staaten aus Gründen der nationalen Sicherheit einschränken oder verbieten könnte.",FALSE,FALSE,TRUE,Supertext,DeepL,en-US_news_6.txt,news
,,,,,,,,,
"In a notice, the Commerce Department said the involvement of foreign adversaries — notably China and Russia — in the design, development, manufacture and supply of drones could pose “undue or unacceptable risk to U.S. national security.”","In einer Mitteilung hat das Handelsministerium darauf hingewiesen, dass die Einbeziehung von ausländischen Gegnern - insbesondere von China und Russland - in die Konzeption, Entwicklung, Herstellung und Lieferung von Drohnen ein ""unangemessenes oder inakzeptables Risiko für die nationale Sicherheit der USA"" darstellen könnte.","In einer Bekanntmachung erklärte das Handelsministerium, dass die Beteiligung ausländischer Gegner - insbesondere Chinas und Russlands - an Design, Entwicklung, Herstellung und Lieferung von Drohnen ein „unangemessenes oder inakzeptables Risiko für die nationale Sicherheit der USA“ darstellen könnte.",TRUE,FALSE,FALSE,Supertext,DeepL,en-US_news_6.txt,news
,,,,,,,,,
The notice requested private companies to comment on the scope and implications of the rule by March 4.,"Unternehmen wurden aufgefordert, bis zum 4. März ihre Meinung zu den Auswirkungen der geplanten Regelung abzugeben.","In der Bekanntmachung wurden Privatunternehmen aufgefordert, sich bis zum 4. März zu Umfang und Auswirkungen der Regelung zu äußern.",FALSE,FALSE,TRUE,Supertext,DeepL,en-US_news_6.txt,news
"The decision of what restrictions to impose, if any, on Chinese and Russian drones will fall to the Trump administration.","Die Trump-Regierung muss dann entscheiden, ob sie die Drohnen aus China und Russland einschränken oder verbieten will.","Die Entscheidung darüber, ob und welche Beschränkungen für chinesische und russische Drohnen verhängt werden, liegt bei der Trump-Administration.",FALSE,FALSE,TRUE,Supertext,DeepL,en-US_news_6.txt,news
,,,,,,,,,
"China and Russia have shown a willingness to compromise U.S. infrastructure and security through cyberespionage, the Commerce Department said, adding that the governments could leverage their laws and political situations to “co-opt private entities for national interests.”","China und Russland hätten sich bereits mehrfach in die Infrastruktur der USA eingehackt und damit die Sicherheit gefährdet, so das Handelsministerium. Die Regierungen könnten ihre Gesetze und die politische Situation nutzen, um ""private Unternehmen für eigene Interessen zu instrumentalisieren"".","China und Russland haben gezeigt, dass sie bereit sind, die Infrastruktur und die Sicherheit der USA durch Cyberspionage zu gefährden, so das Handelsministerium, und fügte hinzu, dass die Regierungen ihre Gesetze und ihre politische Situation ausnutzen könnten, um „private Unternehmen für nationale Interessen zu gewinnen“.",FALSE,TRUE,FALSE,Supertext,DeepL,en-US_news_6.txt,news
,,,,,,,,,
"Ozempic, Lego Bricks and Hearing Aids:","Ozempic, Lego-Steine und Hörgeräte:","Ozempic, Legosteine und Hörgeräte:",FALSE,TRUE,FALSE,DeepL,Supertext,en-US_news_7.txt,news
What Trump’s Greenland Plan Could Hit,Was Trumps Grönland-Plan treffen könnte,Was Trumps Plan für Grönland alles gefährden könnte,FALSE,FALSE,TRUE,DeepL,Supertext,en-US_news_7.txt,news
"Putting tariffs on Denmark unless it cedes the island of Greenland could hurt access to a few key products, including popular medicines.","Die Verhängung von Zöllen gegen Dänemark, wenn es die Insel Grönland nicht abtritt, könnte den Zugang zu einigen wichtigen Produkten, einschließlich beliebter Medikamente, beeinträchtigen.","Mit Zöllen auf Dänemark zu drohen, falls dieses Grönland nicht an die USA abtreten sollte, könnte den Zugang zu einigen wichtigen Produkten, darunter auch zu Medikamenten, erschweren.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_7.txt,news
,,,,,,,,,
President-elect Donald J. Trump has threatened tariffs on many countries for many different reasons.,Der designierte US-Präsident Donald J. Trump hat vielen Ländern aus den unterschiedlichsten Gründen mit Zöllen gedroht.,Donald J. Trump hat als Präsident bereits mit Zöllen auf viele Länder gedroht und dies aus den unterschiedlichsten Gründen getan.,TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_7.txt,news
,,,,,,,,,
"On Monday, he found a new purpose for his favorite economic tool.",Am Montag fand er einen neuen Zweck für sein bevorzugtes Wirtschaftsinstrument.,"Am Montag fand er einen neuen Grund, um seine Lieblingswaffe in der Wirtschaftspolitik einzusetzen.",FALSE,FALSE,TRUE,DeepL,Supertext,en-US_news_7.txt,news
Mr. Trump said he would “tariff Denmark at a very high level” if it refused to allow Greenland — a North American island that is an autonomous territory within the Kingdom of Denmark — to become part of the United States.,"Trump sagte, er werde Dänemark „mit sehr hohen Zöllen belegen“, wenn es sich weigere, Grönland - eine nordamerikanische Insel, die ein autonomes Territorium innerhalb des Königreichs Dänemark ist - den Vereinigten Staaten anzugliedern.","Trump hat angekündigt, dass er Dänemark mit ""sehr hohen Zöllen"" belegen werde, falls dieses Grönland nicht an die USA abtreten sollte. Grönland ist eine Insel im Nordatlantik, die zu Nordamerika gehört und eine autonome Region im Königreich Dänemark ist.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_7.txt,news
,,,,,,,,,
"“They should give it up, because we need it for national security,” Mr. Trump said of Greenland.","„Sie sollten es aufgeben, weil wir es für die nationale Sicherheit brauchen“, sagte Trump über Grönland.","Sie sollten Grönland abtreten, weil wir es für die nationale Sicherheit brauchen, sagte Trump.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_7.txt,news
,,,,,,,,,
"Denmark, which has a smaller population than New York City, is not a huge trading partner for the United States.","Dänemark, dessen Bevölkerung kleiner ist als die von New York City, ist kein großer Handelspartner der Vereinigten Staaten.",Dänemark ist mit seiner geringen Einwohnerzahl von weniger als 6 Millionen Menschen kein wichtiger Handelspartner der USA.,TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_7.txt,news
"The country — a U.S. ally and a NATO member — sent the United States more than $11 billion worth of goods in 2023, just a tiny slice of more than $3 trillion of imports.","Das Land - ein Verbündeter der USA und Mitglied der NATO - schickte den Vereinigten Staaten im Jahr 2023 Waren im Wert von mehr als 11 Milliarden Dollar, was nur einen winzigen Teil der Importe von mehr als 3 Billionen Dollar ausmacht.","2018 hat Dänemark Waren im Wert von mehr als $11 Milliarden in die USA exportiert, was nur einen winzigen Bruchteil der insgesamt mehr als $3 Billionen Dollar an Einfuhren ausmacht.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_7.txt,news
"The United States, in turn, sends Denmark more than $5 billion in goods, including industrial machinery, computers, aircraft and scientific instruments.","Die Vereinigten Staaten wiederum schicken Waren im Wert von mehr als 5 Milliarden Dollar nach Dänemark, darunter Industriemaschinen, Computer, Flugzeuge und wissenschaftliche Instrumente.","Die USA wiederum exportieren Waren im Wert von mehr als $5 Milliarden in Dänemark, darunter auch Industriegeräte, Computer, Flugzeuge und wissenschaftliche Instrumente.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_7.txt,news
,,,,,,,,,
Retailers may be taking a more staggered approach to holiday hiring.,Die Einzelhändler werden bei der Einstellung von Mitarbeitern für die Feiertage möglicherweise einen gestaffelten Ansatz wählen.,Die Handelsunternehmen rekrutieren ihre Mitarbeiter in diesem Jahr in mehreren Etappen.,TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_8.txt,news
,,,,,,,,,
"Every year, retailers race to hire workers to staff their stores and distribution centers to meet the demand that comes with millions of Americans shopping for Christmas and other winter holidays.","Jedes Jahr suchen die Einzelhändler händeringend nach Mitarbeitern für ihre Läden und Vertriebszentren, um die Nachfrage zu befriedigen, die durch die Weihnachtseinkäufe von Millionen Amerikanern und andere Winterurlaube entsteht.","Jedes Jahr stellen Handelsunternehmen Mitarbeiter ein, um ihre Läden und Verteilzentren für die Weihnachtseinkäufe und die Einkäufe zu anderen Winterfesten zu besetzen.",FALSE,TRUE,FALSE,DeepL,Supertext,en-US_news_8.txt,news
,,,,,,,,,
This seasonal hiring is often seen as a measure of the health of the retail industry and the U.S. economy more broadly.,Diese saisonalen Einstellungen werden oft als Indikator für die Gesundheit des Einzelhandels und der US-Wirtschaft im Allgemeinen angesehen.,Diese temporäre Einstellungen werden als Indikator für die Gesundheit der Handelsbranche und der US-Wirtschaft insgesamt betrachtet.,TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_8.txt,news
,,,,,,,,,
"On Wednesday, November data released by the Labor Department showed that seasonal hiring in 2024 in the retail trade sector was lower than a year earlier.","Am Mittwoch veröffentlichte das Arbeitsministerium Daten für November, aus denen hervorging, dass die Zahl der saisonalen Einstellungen im Einzelhandel im Jahr 2024 niedriger war als ein Jahr zuvor.","Am Mittwoch hat das Arbeitsministerium Daten für November veröffentlicht, wonach die Einstellungen in der Handelsbranche im Vergleich zum Vorjahr zurückgegangen sind.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_8.txt,news
But that may also reflect changes in how companies go about it.,"Dies könnte aber auch auf Veränderungen in der Art und Weise zurückzuführen sein, wie die Unternehmen vorgehen.",Dies könnte jedoch auch auf eine veränderte Vorgehensweise der Unternehmen zurückzuführen sein.,FALSE,FALSE,TRUE,DeepL,Supertext,en-US_news_8.txt,news
,,,,,,,,,
"The struggle to hire workers as the economy reopened in late 2020 and early 2021 led several retailers to start spreading out their hiring throughout the year, relying less on bringing on help rapidly in the weeks immediately before the holiday shopping season.","Die Schwierigkeiten bei der Einstellung von Arbeitnehmern, als die Wirtschaft Ende 2020 und Anfang 2021 wieder ansprang, veranlassten mehrere Einzelhändler dazu, ihre Einstellungen über das ganze Jahr zu verteilen und sich weniger darauf zu verlassen, in den Wochen unmittelbar vor der Weihnachtseinkaufssaison schnell Mitarbeiter einzustellen.","Die Schwierigkeiten bei der Rekrutierung von Mitarbeitern, als die Wirtschaft im Spätherbst 2020 und im Frühling 2021 wiedereröffnet wurde, haben einige Handelsunternehmen dazu veranlasst, ihre Einstellungen über das ganze Jahr hinweg zu verteilen und nicht erst kurz vor Beginn der Weihnachtseinkaufssaison in grossem Umfang neue Mitarbeiter einzustellen.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_8.txt,news
Other retailers have said that they focus on offering their current workers more shifts before hiring seasonal workers.,"Andere Einzelhändler haben erklärt, dass sie sich darauf konzentrieren, ihren derzeitigen Mitarbeitern mehr Schichten anzubieten, bevor sie Saisonarbeiter einstellen.","Andere Handelsunternehmen haben angekündigt, dass sie zunächst ihre bestehenden Mitarbeiter in mehr Schichten einsetzen wollen, bevor sie temporäre Mitarbeiter einstellen.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_8.txt,news
,,,,,,,,,
"Ahead of the 2024 holiday shopping season, major retailers like Target and Bath & Body Works said they expected their hiring of seasonal workers to be on a par with the year before.","Im Vorfeld der Weihnachtseinkaufssaison 2024 erklärten große Einzelhändler wie Target und Bath & Body Works, dass sie die Einstellung von Saisonarbeitskräften auf dem Niveau des Vorjahres erwarten.","Vor Beginn der Weihnachtseinkaufssaison 2024 haben grosse Handelsunternehmen wie Target und Bath & Body Works angekündigt, dass sie in etwa so viele temporäre Mitarbeiter einstellen wollen wie im Vorjahr.",FALSE,TRUE,FALSE,DeepL,Supertext,en-US_news_8.txt,news
"Macy’s said it aimed to hire 31,500 workers, slightly down from its target in 2023.","Macy's sagte, es wolle 31.500 Mitarbeiter einstellen, was leicht unter seinem Ziel für 2023 liegt.","Macy’s will 31.500 Mitarbeiter einstellen, was gegenüber dem Vorjahr eine leichte Reduzierung bedeutet.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_8.txt,news
"Amazon said in October that it would hire 250,000 people to support its fulfillment and transportation operations, in line with its goal from the previous year.","Amazon gab im Oktober bekannt, dass es 250.000 Mitarbeiter zur Unterstützung seiner Fulfillment- und Transportaktivitäten einstellen werde, was dem Ziel des Vorjahres entspricht.","Amazon hat im Oktober angekündigt, dass es 250.000 Mitarbeiter für seine Versand- und Transportabteilungen einstellen wolle - so viele wie im Vorjahr.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_8.txt,news
"At Amazon, the jobs included full-time, part-time and seasonal positions.","Bei Amazon umfassten die Arbeitsplätze Vollzeit-, Teilzeit- und Saisonarbeitsplätze.","Bei Amazon werden Vollzeit-, Teilzeit- und temporäre Stellen angeboten.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_8.txt,news
,,,,,,,,,
Power Companies Reach $16.4 Billion Deal as A.I. Drives Energy Use Up,"Kraftwerksbetreiber schliessen $16.4-Milliarden-Deal, da AI den Stromverbrauch in die Höhe treibt","Energieunternehmen schließen 16,4-Milliarden-Dollar-Deal ab, da KI den Energieverbrauch in die Höhe treibt",FALSE,FALSE,TRUE,Supertext,DeepL,en-US_news_9.txt,news
Constellation Energy’s deal to buy Calpine is being driven by fast-rising demand for electricity in part by the technology industry’s investments in artificial intelligence.,"Die Übernahme von Calpine durch Constellation Energy wird unter anderem durch die wachsende Nachfrage nach Strom in der Technologiebranche getrieben, die in künstliche Intelligenz investiert.",Der Kauf von Calpine durch Constellation Energy wird durch die schnell steigende Nachfrage nach Elektrizität und die Investitionen der Technologiebranche in künstliche Intelligenz angetrieben.,FALSE,TRUE,FALSE,Supertext,DeepL,en-US_news_9.txt,news
,,,,,,,,,
"Constellation Energy, the nation’s largest nuclear power plant operator, has agreed to buy another electricity producer, Calpine, for $16.4 billion, a deal that shows how fast-rising demand for power, partly a result of the data centers being built for artificial intelligence, is having far-reaching effects on the economy.","Constellation Energy, der grösste Betreiber von Kernkraftwerken in den USA, hat sich darauf geeinigt, den Stromerzeuger Calpine für 16.4 Milliarden Dollar zu übernehmen. Dieser Deal zeigt, wie die rasant steigende Nachfrage nach Strom, die unter anderem auf die für künstliche Intelligenz benötigten Rechenzentren zurückzuführen ist, weitreichende Auswirkungen auf die Wirtschaft hat.","Constellation Energy, der größte Kernkraftwerksbetreiber des Landes, hat sich bereit erklärt, einen anderen Stromerzeuger, Calpine, für 16,4 Milliarden Dollar zu kaufen. Dieser Deal zeigt, dass die schnell steigende Nachfrage nach Strom, die zum Teil auf die für künstliche Intelligenz gebauten Rechenzentren zurückzuführen ist, weitreichende Auswirkungen auf die Wirtschaft hat.",FALSE,FALSE,TRUE,Supertext,DeepL,en-US_news_9.txt,news
,,,,,,,,,
"The cash-and-stock deal, announced Friday, ranks among the power sector’s biggest, and indicates that natural gas is likely to play a larger role than many expected a few years ago in meeting the nation’s electricity needs.","Bei dem am Freitag angekündigten Deal, der aus Bargeld- und Aktienanteilen besteht, handelt es sich um eine der grössten Transaktionen in der Branche. Zudem zeigt er, dass Erdgas in Zukunft eine wichtigere Rolle bei der Deckung des Strombedarfs in den USA spielen wird als noch vor wenigen Jahren angenommen.","Der am Freitag bekannt gegebene Cash-and-Stock-Deal zählt zu den größten im Energiesektor und zeigt, dass Erdgas bei der Deckung des nationalen Strombedarfs wahrscheinlich eine größere Rolle spielen wird, als viele noch vor einigen Jahren erwartet hatten.",FALSE,FALSE,TRUE,Supertext,DeepL,en-US_news_9.txt,news
That could undermine efforts to address climate change unless companies quickly figure out how to capture and store emissions from gas power plants.,"Dies könnte die Bemühungen zur Bekämpfung des Klimawandels untergraben, falls die Kraftwerksbetreiber nicht schnell genug lernen, wie sie die Emissionen aus den Gas-Kraftwerken einfangen und speichern können.","Dies könnte die Bemühungen zur Bekämpfung des Klimawandels untergraben, wenn die Unternehmen nicht schnell herausfinden, wie sie die Emissionen von Gaskraftwerken auffangen und speichern können.",FALSE,TRUE,FALSE,Supertext,DeepL,en-US_news_9.txt,news
,,,,,,,,,
"The tie-up would broaden Constellation’s portfolio as companies like Microsoft, Google and Amazon are scrambling to secure energy for data centers used to run artificial intelligence and other services.","Durch die Übernahme würde Constellation sein Portfolio erweitern, während Technologieunternehmen wie Microsoft, Google und Amazon um die Energie für Rechenzentren konkurrieren, die sie für künstliche Intelligenz und andere Dienste benötigen.","Der Zusammenschluss würde das Portfolio von Constellation erweitern, da sich Unternehmen wie Microsoft, Google und Amazon darum bemühen, Energie für Rechenzentren zu sichern, die für den Betrieb von künstlicher Intelligenz und anderen Diensten genutzt werden.",FALSE,FALSE,TRUE,Supertext,DeepL,en-US_news_9.txt,news
Electricity demand is also increasing because of the building of new factories in the United States and greater use of electric vehicles and heat pumps.,Der Stromverbrauch steigt zudem aufgrund der Inbetriebnahme neuer Fabriken in den USA und der zunehmenden Nutzung von Elektroautos und Wärmepumpen.,Der Strombedarf steigt auch durch den Bau neuer Fabriken in den Vereinigten Staaten und die verstärkte Nutzung von Elektrofahrzeugen und Wärmepumpen.,FALSE,FALSE,TRUE,Supertext,DeepL,en-US_news_9.txt,news
The growth is reshaping a traditionally sleepy industry that has not been accustomed to turbocharged growth.,"Diese Entwicklung verändert eine Branche, die traditionell eher wenig Dynamik aufwies und nicht an rasantes Wachstum gewöhnt ist.","Das Wachstum verändert eine traditionell schläfrige Branche, die nicht an ein rasantes Wachstum gewöhnt ist.",FALSE,TRUE,FALSE,Supertext,DeepL,en-US_news_9.txt,news
,,,,,,,,,
"From $80 Days to $6,000 Days:",Von 80 Dollar-Tagen zu 6.000 Dollar-Tagen:,Von 80 Tagen zu 6.000 Tagen:,TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_10.txt,news
How 3 Small Coffee Shops Got Started,Wie 3 kleine Coffeeshops gegründet wurden,Wie 3 kleine Cafés gegründet wurden,FALSE,TRUE,FALSE,DeepL,Supertext,en-US_news_10.txt,news
The owners began their businesses with no college degrees and 100 percent grit.,Die Besitzer begannen ihre Geschäfte ohne Hochschulabschluss und mit 100-prozentigem Einsatz.,Die Inhaber starteten ihre Geschäfte ohne Hochschulabschluss und mit viel Durchhaltewillen.,FALSE,TRUE,FALSE,DeepL,Supertext,en-US_news_10.txt,news
A visit from the TikTok food critic Keith Lee also helped.,Ein Besuch des TikTok-Food-Kritikers Keith Lee war ebenfalls hilfreich.,Ein Besuch des Food-Kritikers Keith Lee bei TikTok half ihnen ebenfalls.,FALSE,FALSE,TRUE,DeepL,Supertext,en-US_news_10.txt,news
,,,,,,,,,
This article is part of a series on people who have made successful careers for themselves without having a college degree.,"Dieser Artikel ist Teil einer Serie über Menschen, die auch ohne Hochschulabschluss erfolgreich Karriere gemacht haben.","Dieser Artikel ist Teil einer Serie über Menschen, die ohne Hochschulabschluss eine erfolgreiche Karriere gestartet haben.",FALSE,TRUE,FALSE,DeepL,Supertext,en-US_news_10.txt,news
,,,,,,,,,
Rachel Nieves was 19 and working part time at Armani when she met someone who said her personality would do well in the car business.,"Rachel Nieves war 19 Jahre alt und arbeitete in Teilzeit bei Armani, als sie jemanden traf, der ihr sagte, dass ihre Persönlichkeit gut in die Autobranche passen würde.","Als Rachel Nieves 19 Jahre alt war, arbeitete sie bei Armani und traf dort jemanden, der ihr sagte, dass sie mit ihrer Persönlichkeit gut in der Autoverkaufsbranche aufginge.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_10.txt,news
,,,,,,,,,
"At first, she had no idea what that meant.","Zunächst hatte sie keine Ahnung, was das bedeutete.","Zunächst hatte sie keine Ahnung, was das heissen sollte.",FALSE,FALSE,TRUE,DeepL,Supertext,en-US_news_10.txt,news
"Ms. Nieves had started attending Fordham University in 2008 on a full scholarship, but her new job as a call center representative for an auto business soon earned her $120,000 a year.","Rachel Nieves hatte 2008 mit einem Vollstipendium ein Studium an der Fordham University begonnen, doch ihr neuer Job als Callcenter-Vertreterin für ein Autohaus brachte ihr bald 120.000 Dollar im Jahr ein.","2008 hatte Rachel Nieves ein Stipendium für ein Studium an der Fordham University erhalten, aber ihre neue Stelle als Kundendienstmitarbeiterin in einem Autohaus brachte ihr $120.000 Dollar im Jahr ein.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_10.txt,news
"She realized that her major — first math, then psychology — was unlikely to quickly get her an equivalent salary, so she dropped out of school.","Sie erkannte, dass sie mit ihrem Hauptfach - erst Mathematik, dann Psychologie - wahrscheinlich nicht so schnell ein gleichwertiges Gehalt erzielen würde, und brach die Schule ab.","Sie erkannte, dass ihr Studiengang - zunächst Mathematik, später Psychologie - ihr nicht so schnell eine vergleichbare Summe einbringen würde und brach ihr Studium ab.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_10.txt,news
,,,,,,,,,
"She stayed in the auto business for about a decade, eventually making $200,000 in a year.",Sie blieb etwa ein Jahrzehnt lang im Autogeschäft und verdiente schließlich 200.000 Dollar im Jahr.,Sie arbeitete über zehn Jahre lang in der Autoverkaufsbranche und verdiente am Ende $200.000 Dollar im Jahr.,TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_10.txt,news
"When the Covid-19 pandemic arrived in 2020, Ms. Nieves began to question her career.","Als die Covid-19-Pandemie im Jahr 2020 ausbrach, begann Frau Nieves, ihre Karriere in Frage zu stellen.","Als die Covid-19-Pandemie 2020 ausbrach, begann Rachel Nieves ihre Karriere zu hinterfragen.",FALSE,FALSE,TRUE,DeepL,Supertext,en-US_news_10.txt,news
,,,,,,,,,
"“Money’s important for us to survive, but it’s no longer worth missing life for,” Ms. Nieves, now 34, said.","„Geld ist wichtig, um zu überleben, aber es lohnt sich nicht mehr, das Leben dafür zu vernachlässigen“, sagte die heute 34-jährige Nieves.","Geld ist wichtig, damit wir überleben können, aber es ist nicht mehr wert, dafür das Leben zu verpassen, sagt Rachel Nieves, die heute 34 Jahre alt ist.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_10.txt,news
“Starting a coffee shop was a risk I wanted.,"„Die Eröffnung eines Cafés war ein Risiko, das ich eingehen wollte.","""Ich wollte das Risiko eingehen, ein Café zu eröffnen.",TRUE,FALSE,FALSE,DeepL,Supertext,en-US_news_10.txt,news
"I’m grateful for my past, but wanted something more fulfilling.”","Ich bin dankbar für meine Vergangenheit, aber ich wollte etwas, das mich mehr erfüllt.","Ich bin dankbar für meine Vergangenheit, aber ich wollte etwas erfüllenderes.""",FALSE,FALSE,TRUE,DeepL,Supertext,en-US_news_10.txt,news
